CustomerID,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,Churn
50011,4.0,1,18.0,2.0,3,3,2,0,15.0,9.0,15.0,8.0,295.45,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
50012,11.0,1,6.0,3.0,4,3,10,1,13.0,0.0,1.0,0.0,153.81,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1
50013,0.0,1,11.0,2.0,3,3,2,1,13.0,2.0,2.0,2.0,134.41,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,1
50014,0.0,1,15.0,3.0,4,3,1,1,17.0,0.0,1.0,0.0,133.88,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
50015,9.0,3,15.0,3.0,4,2,2,0,16.0,0.0,4.0,7.0,196.19,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
50016,9.0,2,12.0,3.0,3,5,5,1,22.0,1.0,1.0,2.0,120.72999999999999,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,1
50017,0.0,1,12.0,3.0,4,2,2,1,18.0,1.0,1.0,0.0,129.26,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1
50018,0.0,3,11.0,2.0,4,3,2,1,11.0,1.0,1.0,3.0,157.44,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,1
50019,0.0,1,13.0,3.0,5,3,2,1,24.0,1.0,1.0,6.0,160.74,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,1
50020,19.0,1,20.0,3.0,3,4,10,1,18.0,1.0,4.0,3.0,149.63,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1
50021,0.0,3,12.0,3.0,5,3,5,1,18.0,6.0,7.0,7.0,161.72,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1
50022,20.0,1,29.0,3.0,3,2,2,0,12.0,11.0,15.0,6.0,203.12,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
50023,9.0,3,28.0,2.0,3,3,2,1,19.0,0.0,1.0,0.0,116.75,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,1
50024,0.0,3,26.0,3.0,5,3,4,1,11.0,1.0,2.0,2.0,145.59,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
50025,14.0,1,14.0,2.0,5,2,3,0,15.0,0.0,1.0,3.0,206.5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1
50026,0.0,1,15.0,2.0,3,5,8,0,22.0,1.0,1.0,4.0,142.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
50027,8.0,3,6.0,3.0,3,4,2,0,13.0,1.0,1.0,6.0,172.95,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
50028,9.0,3,12.0,2.0,3,3,3,1,20.0,0.0,4.0,5.0,123.06,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0
50029,18.0,1,14.0,2.0,3,4,9,0,18.0,1.0,1.0,15.0,123.47999999999999,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50030,5.0,3,14.0,2.0,3,2,2,0,14.0,2.0,3.0,7.0,189.98,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
50031,2.0,1,6.0,2.0,3,3,2,0,13.0,0.0,1.0,9.0,143.19,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
50032,0.0,1,13.0,2.0,4,3,3,0,17.0,1.0,1.0,0.0,161.32,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
50033,30.0,1,15.0,3.0,4,4,5,1,20.0,1.0,1.0,0.0,133.46,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
50034,13.0,3,10.0,3.0,4,2,8,0,11.0,2.0,2.0,11.0,208.55,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0
50035,9.0,3,8.0,3.0,3,3,7,0,18.0,1.0,1.0,2.0,122.31,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
50036,0.0,1,14.0,3.0,3,2,2,0,24.0,0.0,2.0,2.0,123.22999999999999,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
50037,9.0,1,15.0,2.0,3,4,7,0,18.0,0.0,2.0,2.0,120.24000000000001,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0
50038,1.0,1,27.0,3.0,3,2,2,0,11.0,0.0,1.0,2.0,127.13,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
50039,30.0,1,30.0,2.0,2,2,4,1,16.0,1.0,1.0,4.0,194.39,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
50040,0.0,1,14.0,3.0,4,3,2,1,15.0,0.0,1.0,1.0,125.66,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0
50041,23.0,1,17.0,2.0,3,4,4,0,15.0,2.0,4.0,4.0,299.26,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0
50042,14.0,1,14.0,2.0,3,3,5,0,12.0,1.0,1.0,8.0,124.50999999999999,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0
50043,3.0,3,11.0,2.0,3,2,3,0,12.0,2.0,7.0,4.0,194.19,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
50044,11.0,3,6.0,2.0,4,2,5,0,22.0,1.0,1.0,1.0,186.86,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
50045,5.0,1,12.0,3.0,3,3,4,0,20.0,0.0,1.0,4.0,130.38,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0
50046,0.0,1,23.0,3.0,3,4,1,1,16.0,1.0,1.0,1.0,130.58,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0
50047,0.0,3,14.0,3.0,5,5,1,0,21.0,1.0,1.0,0.0,123.25,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
50048,9.0,1,9.0,1.0,3,4,5,0,12.0,4.0,7.0,2.0,120.88,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
50049,3.0,1,15.0,3.0,3,5,2,0,11.0,0.0,6.0,10.0,130.72,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
50050,18.0,3,10.0,1.0,3,5,5,1,11.0,0.0,1.0,3.0,150.06,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
50051,29.0,1,14.0,3.0,3,5,5,1,18.0,1.0,2.0,2.0,142.57,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0
50052,6.0,1,14.0,2.0,3,2,1,0,14.0,0.0,1.0,2.0,125.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0
50053,0.0,1,8.0,2.0,4,2,2,0,22.0,0.0,1.0,0.0,111.02000000000001,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,1
50054,19.0,3,6.0,3.0,3,5,2,0,25.0,4.0,15.0,7.0,204.53,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
50055,9.0,1,15.0,3.0,3,2,2,0,12.0,1.0,2.0,1.0,122.88,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0
50056,4.0,1,18.0,3.0,3,2,9,1,23.0,1.0,1.0,2.0,139.29,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
50057,9.0,1,33.0,3.0,3,4,3,0,15.0,1.0,1.0,2.0,123.11000000000001,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
50058,4.0,3,26.0,3.0,3,4,2,1,22.0,0.0,1.0,2.0,131.4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1
50059,23.0,1,6.0,2.0,4,3,3,0,15.0,0.0,1.0,2.0,136.9,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0
50060,26.0,1,19.0,2.0,2,5,2,0,11.0,1.0,1.0,3.0,144.5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
50061,6.0,1,20.0,3.0,3,4,2,0,13.0,0.0,1.0,6.0,127.56,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
50062,13.0,1,10.0,2.0,3,3,2,0,14.0,1.0,9.0,9.0,290.33,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
50063,28.0,1,20.0,3.0,2,4,9,0,11.0,1.0,2.0,15.0,287.22,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0
50064,7.0,1,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195.47,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50065,24.0,1,9.0,3.0,3,4,4,0,18.0,0.0,2.0,0.0,237.33999999999997,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
50066,25.0,1,6.0,3.0,4,3,1,0,15.0,1.0,11.0,9.0,299.99,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0
50067,9.0,1,15.0,2.0,3,4,2,0,16.0,1.0,1.0,3.0,122.78999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
50068,0.0,1,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159.16,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1
50069,9.0,1,13.0,2.0,2,2,5,0,14.0,0.0,2.0,2.0,120.88999999999999,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0
50070,18.0,1,8.0,3.0,4,2,10,0,23.0,1.0,11.0,8.0,267.92,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0
50071,10.0,1,27.0,3.0,2,5,2,1,12.0,0.0,1.0,7.0,135.64,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0
50072,8.0,1,8.0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144.25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0
50073,15.0,1,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,152.65,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
50074,11.0,1,8.0,2.0,3,3,10,0,14.0,0.0,1.0,0.0,165.53,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50075,11.0,1,35.0,2.0,3,2,4,0,18.0,0.0,1.0,7.0,162.61,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
50076,0.0,1,6.0,2.0,4,5,6,0,19.0,0.0,2.0,0.0,142.98,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
50077,22.0,1,24.0,3.0,3,2,2,1,15.0,0.0,1.0,7.0,168.04,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50078,7.0,1,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138.15,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,0
50079,13.0,1,25.0,3.0,3,2,9,1,15.0,1.0,3.0,7.0,127.41,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0
50080,1.0,1,35.0,3.0,3,5,8,1,19.0,0.0,1.0,0.0,166.73,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1
50081,0.0,3,33.0,2.0,3,2,2,0,22.0,1.0,1.0,9.0,176.39,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
50082,0.0,1,14.0,2.0,2,4,2,1,16.0,0.0,2.0,2.0,123.28,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0
50083,9.0,1,24.0,3.0,3,2,2,0,13.0,1.0,1.0,7.0,121.53,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
50084,13.0,1,15.0,3.0,4,2,10,0,14.0,1.0,1.0,2.0,148.76,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50085,19.0,1,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,193.96,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
50086,0.0,3,10.0,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1
50087,3.0,1,6.0,2.0,4,3,2,0,22.0,2.0,5.0,8.0,184.74,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0
50088,0.0,3,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,199.81,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
50089,24.0,1,14.0,2.0,4,4,6,0,16.0,1.0,4.0,3.0,224.89999999999998,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0
50090,0.0,1,14.0,2.0,3,5,6,1,11.0,1.0,1.0,4.0,126.57,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
50091,14.0,3,12.0,3.0,3,2,4,1,18.0,0.0,2.0,0.0,235.91000000000003,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
50092,0.0,3,32.0,2.0,4,5,6,0,15.0,0.0,1.0,1.0,166.96,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1
50093,9.0,1,6.0,2.0,3,3,1,0,14.0,0.0,1.0,5.0,120.58000000000001,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,1
50094,18.0,3,12.0,2.0,4,2,7,0,12.0,12.0,12.0,8.0,188.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
50095,27.0,3,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159.4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
50096,9.0,1,11.0,3.0,3,4,9,0,16.0,0.0,3.0,7.0,159.14,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,0
50097,6.0,1,14.0,2.0,4,4,7,0,21.0,0.0,1.0,1.0,126.22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
50098,10.0,1,17.0,2.0,3,2,2,1,14.0,0.0,1.0,3.0,221.85000000000002,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0
50099,11.0,3,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206.08999999999997,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0
50100,4.0,1,6.0,2.0,5,3,1,0,12.0,1.0,1.0,4.0,143.45,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
50101,9.0,1,9.0,3.0,4,2,4,0,17.0,0.0,1.0,0.0,121.77000000000001,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0
50102,10.0,3,10.0,2.0,3,2,5,0,17.0,1.0,5.0,8.0,0.0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0
50103,2.0,3,6.0,2.0,3,2,2,0,14.0,4.0,4.0,1.0,179.18,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
50104,8.0,3,6.0,3.0,3,3,2,0,14.0,1.0,1.0,8.0,187.89,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
50105,0.0,1,14.0,2.0,4,2,2,1,13.0,0.0,1.0,1.0,123.88999999999999,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1
50106,25.0,1,8.0,2.0,4,2,8,0,15.0,0.0,2.0,2.0,132.12,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0
50107,15.0,1,10.0,2.0,3,2,2,0,15.0,0.0,11.0,15.0,292.32,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0
50108,9.0,2,12.0,2.0,3,3,9,0,17.0,2.0,2.0,2.0,122.66999999999999,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
50109,23.0,3,6.0,3.0,3,2,4,0,15.0,1.0,1.0,6.0,295.17,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0
50110,0.0,1,14.0,2.0,3,2,6,1,13.0,0.0,1.0,4.0,124.36000000000001,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
50111,16.0,3,22.0,3.0,3,2,6,1,22.0,0.0,2.0,9.0,260.64,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
50112,0.0,1,8.0,3.0,3,5,8,0,20.0,1.0,1.0,7.0,127.07,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
50113,25.0,3,8.0,3.0,4,3,2,1,18.0,1.0,15.0,12.0,290.68,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,0
50114,5.0,3,10.0,2.0,3,4,3,0,11.0,1.0,1.0,2.0,139.31,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
50115,0.0,1,6.0,3.0,4,3,1,1,14.0,1.0,1.0,2.0,137.3,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,1
50116,9.0,1,6.0,3.0,3,3,8,0,14.0,0.0,1.0,2.0,122.32,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
50117,5.0,3,32.0,3.0,3,2,1,0,18.0,1.0,2.0,2.0,144.65,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0
50118,14.0,1,25.0,3.0,3,5,3,0,16.0,1.0,1.0,0.0,130.72,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50119,13.0,1,30.0,3.0,3,2,2,0,17.0,2.0,4.0,7.0,133.19,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
50120,18.0,1,6.0,3.0,2,2,1,0,15.0,1.0,1.0,7.0,292.02,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,0
50121,4.0,1,9.0,3.0,3,3,10,0,12.0,1.0,2.0,2.0,236.75,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
50122,6.0,1,11.0,3.0,4,2,2,0,13.0,0.0,1.0,2.0,129.11,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
50123,7.0,1,8.0,2.0,4,5,7,0,13.0,0.0,5.0,9.0,159.57,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50124,10.0,1,6.0,2.0,4,5,3,0,14.0,1.0,1.0,2.0,139.2,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0
50125,18.0,1,13.0,3.0,2,3,5,0,17.0,0.0,1.0,2.0,164.34,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50126,0.0,1,16.0,3.0,3,3,7,0,11.0,1.0,1.0,0.0,200.48,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
50127,12.0,1,8.0,3.0,3,3,1,0,25.0,10.0,11.0,3.0,209.38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
50128,2.0,1,14.0,2.0,3,2,2,0,19.0,0.0,1.0,5.0,123.4,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0
50129,15.0,1,23.0,2.0,2,5,4,1,13.0,0.0,1.0,2.0,165.45,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0
50130,2.0,3,26.0,2.0,3,2,3,0,14.0,1.0,1.0,2.0,169.31,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0
50131,0.0,1,6.0,3.0,3,3,1,0,12.0,1.0,1.0,2.0,148.98,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
50132,15.0,1,14.0,2.0,4,5,1,1,11.0,4.0,7.0,8.0,125.93,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
50133,13.0,1,8.0,2.0,3,3,1,0,15.0,0.0,3.0,9.0,294.36,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,0
50134,24.0,1,6.0,3.0,3,2,2,0,11.0,1.0,1.0,0.0,127.22999999999999,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0
50135,0.0,1,35.0,3.0,4,4,1,0,11.0,1.0,1.0,4.0,134.79,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1
50136,5.0,1,13.0,3.0,2,4,2,0,20.0,0.0,1.0,3.0,127.94,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0
50137,11.0,3,8.0,2.0,4,2,4,0,18.0,6.0,7.0,5.0,152.49,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50138,9.0,1,8.0,2.0,4,5,5,0,13.0,0.0,1.0,4.0,121.75999999999999,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0
50139,19.0,3,8.0,3.0,5,4,4,1,12.0,1.0,7.0,7.0,268.72,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
50140,0.0,1,8.0,3.0,3,3,3,0,11.0,1.0,1.0,0.0,134.85,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,1
50141,2.0,3,8.0,3.0,4,4,3,0,19.0,0.0,1.0,0.0,166.44,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
50142,4.0,1,29.0,3.0,4,2,1,0,21.0,1.0,7.0,8.0,155.82,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
50143,0.0,1,11.0,2.0,2,5,2,0,12.0,1.0,1.0,5.0,140.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50144,18.0,1,26.0,3.0,3,2,1,1,14.0,0.0,2.0,10.0,234.95999999999998,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0
50145,9.0,1,12.0,2.0,3,2,1,0,11.0,4.0,10.0,11.0,132.1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0
50146,28.0,1,6.0,2.0,3,5,1,1,14.0,1.0,4.0,13.0,290.45,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0
50147,10.0,1,35.0,2.0,3,4,2,1,12.0,5.0,9.0,3.0,218.49,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1
50148,9.0,1,15.0,3.0,3,2,2,0,23.0,1.0,1.0,4.0,120.69999999999999,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
50149,10.0,3,12.0,3.0,3,2,5,0,14.0,0.0,1.0,1.0,165.02,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
50150,0.0,1,9.0,3.0,4,3,2,0,17.0,1.0,1.0,0.0,132.3,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0
50151,10.0,1,6.0,0.0,3,2,3,1,18.0,0.0,2.0,2.0,236.02999999999997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
50152,2.0,1,28.0,3.0,2,4,8,0,18.0,5.0,6.0,3.0,219.95999999999998,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
50153,11.0,3,13.0,2.0,2,5,2,1,24.0,0.0,7.0,7.0,156.05,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
50154,0.0,1,6.0,2.0,3,4,2,0,20.0,0.0,1.0,4.0,163.97,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
50155,23.0,1,10.0,3.0,3,4,4,0,14.0,1.0,1.0,6.0,291.44,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,0
50156,26.0,1,9.0,2.0,3,3,4,1,16.0,1.0,1.0,3.0,275.84,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,0
50157,15.0,3,6.0,2.0,3,3,2,0,25.0,4.0,11.0,6.0,149.07,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0
50158,2.0,3,8.0,2.0,3,2,2,0,18.0,0.0,1.0,9.0,145.54,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,0
50159,28.0,1,26.0,2.0,3,2,4,1,19.0,1.0,1.0,8.0,154.15,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
50160,0.0,1,17.0,2.0,3,5,2,1,13.0,2.0,3.0,3.0,147.41,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0
50161,9.0,1,6.0,2.0,3,2,2,0,12.0,1.0,5.0,7.0,121.15,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0
50162,7.0,1,30.0,3.0,3,3,4,1,22.0,0.0,1.0,0.0,131.61,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,1
50163,11.0,1,29.0,2.0,3,2,10,0,14.0,0.0,1.0,2.0,157.45,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,0
50164,0.0,1,14.0,2.0,3,4,3,1,13.0,1.0,1.0,2.0,123.72999999999999,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1
50165,1.0,1,14.0,3.0,3,2,2,0,21.0,0.0,1.0,2.0,133.1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0
50166,22.0,1,16.0,2.0,3,5,10,1,11.0,1.0,1.0,2.0,286.65,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0
